1007000001	-27	ENVO:00000000
1007000002	-27	ENVO:00000001
1007000003	-27	ENVO:00000002
1007000004	-27	ENVO:00000003
1007000005	-27	ENVO:00000004
1007000006	-27	ENVO:00000005
1007000007	-27	ENVO:00000006
1007000008	-27	ENVO:00000007
1007000009	-27	ENVO:00000008
1007000010	-27	ENVO:00000009
1007000011	-27	ENVO:00000010
1007000012	-27	ENVO:00000011
1007000013	-27	ENVO:00000012
1007000014	-27	ENVO:00000013
1007000015	-27	ENVO:00000014
1007000016	-27	ENVO:00000015
1007000017	-27	ENVO:00000016
1007000018	-27	ENVO:00000017
1007000019	-27	ENVO:00000018
1007000020	-27	ENVO:00000019
1007000021	-27	ENVO:00000020
1007000022	-27	ENVO:00000021
1007000023	-27	ENVO:00000022
1007000024	-27	ENVO:00000023
1007000025	-27	ENVO:00000024
1007000026	-27	ENVO:00000025
1007000027	-27	ENVO:00000026
1007000028	-27	ENVO:00000027
1007000029	-27	ENVO:00000028
1007000030	-27	ENVO:00000029
1007000031	-27	ENVO:00000030
1007000032	-27	ENVO:00000031
1007000033	-27	ENVO:00000032
1007000034	-27	ENVO:00000033
1007000035	-27	ENVO:00000034
1007000036	-27	ENVO:00000035
1007000037	-27	ENVO:00000036
1007000038	-27	ENVO:00000037
1007000039	-27	ENVO:00000038
1007000040	-27	ENVO:00000039
1007000041	-27	ENVO:00000040
1007000042	-27	ENVO:00000041
1007000043	-27	ENVO:00000042
1007000044	-27	ENVO:00000043
1007000045	-27	ENVO:00000044
1007000046	-27	ENVO:00000045
1007000047	-27	ENVO:00000046
1007000048	-27	ENVO:00000047
1007000049	-27	ENVO:00000048
1007000050	-27	ENVO:00000049
1007000051	-27	ENVO:00000050
1007000052	-27	ENVO:00000051
1007000053	-27	ENVO:00000052
1007000054	-27	ENVO:00000053
1007000055	-27	ENVO:00000054
1007000056	-27	ENVO:00000055
1007000057	-27	ENVO:00000056
1007000058	-27	ENVO:00000057
1007000059	-27	ENVO:00000058
1007000060	-27	ENVO:00000059
1007000061	-27	ENVO:00000060
1007000062	-27	ENVO:00000061
1007000063	-27	ENVO:00000062
1007000064	-27	ENVO:00000063
1007000065	-27	ENVO:00000064
1007000066	-27	ENVO:00000065
1007000067	-27	ENVO:00000066
1007000068	-27	ENVO:00000067
1007000069	-27	ENVO:00000068
1007000070	-27	ENVO:00000069
1007000071	-27	ENVO:00000070
1007000072	-27	ENVO:00000071
1007000073	-27	ENVO:00000072
1007000074	-27	ENVO:00000073
1007000075	-27	ENVO:00000074
1007000076	-27	ENVO:00000075
1007000077	-27	ENVO:00000076
1007000078	-27	ENVO:00000077
1007000079	-27	ENVO:00000078
1007000080	-27	ENVO:00000079
1007000081	-27	ENVO:00000080
1007000082	-27	ENVO:00000081
1007000083	-27	ENVO:00000082
1007000084	-27	ENVO:00000083
1007000085	-27	ENVO:00000084
1007000086	-27	ENVO:00000085
1007000087	-27	ENVO:00000086
1007000088	-27	ENVO:00000087
1007000089	-27	ENVO:00000088
1007000090	-27	ENVO:00000089
1007000091	-27	ENVO:00000090
1007000092	-27	ENVO:00000091
1007000093	-27	ENVO:00000092
1007000094	-27	ENVO:00000093
1007000095	-27	ENVO:00000094
1007000096	-27	ENVO:00000095
1007000097	-27	ENVO:00000096
1007000098	-27	ENVO:00000097
1007000099	-27	ENVO:00000098
1007000100	-27	ENVO:00000099
1007000101	-27	ENVO:00000100
1007000102	-27	ENVO:00000101
1007000103	-27	ENVO:00000102
1007000104	-27	ENVO:00000103
1007000105	-27	ENVO:00000104
1007000106	-27	ENVO:00000105
1007000107	-27	ENVO:00000106
1007000108	-27	ENVO:00000107
1007000109	-27	ENVO:00000108
1007000110	-27	ENVO:00000109
1007000111	-27	ENVO:00000110
1007000112	-27	ENVO:00000111
1007000113	-27	ENVO:00000112
1007000114	-27	ENVO:00000113
1007000115	-27	ENVO:00000114
1007000116	-27	ENVO:00000115
1007000117	-27	ENVO:00000116
1007000118	-27	ENVO:00000117
1007000119	-27	ENVO:00000118
1007000120	-27	ENVO:00000119
1007000121	-27	ENVO:00000120
1007000122	-27	ENVO:00000121
1007000123	-27	ENVO:00000122
1007000124	-27	ENVO:00000123
1007000125	-27	ENVO:00000124
1007000126	-27	ENVO:00000125
1007000127	-27	ENVO:00000126
1007000128	-27	ENVO:00000127
1007000129	-27	ENVO:00000128
1007000130	-27	ENVO:00000129
1007000131	-27	ENVO:00000130
1007000132	-27	ENVO:00000131
1007000133	-27	ENVO:00000132
1007000134	-27	ENVO:00000133
1007000135	-27	ENVO:00000134
1007000136	-27	ENVO:00000135
1007000137	-27	ENVO:00000136
1007000138	-27	ENVO:00000137
1007000139	-27	ENVO:00000138
1007000140	-27	ENVO:00000139
1007000141	-27	ENVO:00000140
1007000142	-27	ENVO:00000141
1007000143	-27	ENVO:00000142
1007000144	-27	ENVO:00000143
1007000145	-27	ENVO:00000144
1007000146	-27	ENVO:00000145
1007000147	-27	ENVO:00000146
1007000148	-27	ENVO:00000147
1007000149	-27	ENVO:00000148
1007000150	-27	ENVO:00000149
1007000151	-27	ENVO:00000150
1007000152	-27	ENVO:00000151
1007000153	-27	ENVO:00000152
1007000154	-27	ENVO:00000153
1007000155	-27	ENVO:00000154
1007000156	-27	ENVO:00000155
1007000157	-27	ENVO:00000156
1007000158	-27	ENVO:00000157
1007000159	-27	ENVO:00000158
1007000160	-27	ENVO:00000159
1007000161	-27	ENVO:00000160
1007000162	-27	ENVO:00000161
1007000163	-27	ENVO:00000162
1007000164	-27	ENVO:00000163
1007000165	-27	ENVO:00000164
1007000166	-27	ENVO:00000165
1007000167	-27	ENVO:00000166
1007000168	-27	ENVO:00000167
1007000169	-27	ENVO:00000168
1007000170	-27	ENVO:00000169
1007000171	-27	ENVO:00000170
1007000172	-27	ENVO:00000171
