1007000312	kettle
1007000328	speleothem
1007000344	particle of silt
1007000360	natural monument
1007000376	world heritage site
1007000392	ice tongue
1007000408	volcanic fissure
1007000424	lake island
1007000440	rock shelter
1007000456	tidewater glacier
1007000472	backwater
1007000488	glacial lake
1007000504	intermittent pond
1007000520	landslide
1007000536	moatan
1007000552	talik
1007000568	aerial habitat
1007000600	rock
1007000616	fresh water
1007000632	extreme high temperature habitat
1007000648	wastewater treatment plant
1007000664	biosolids
1007000680	bioreactor
1007000696	pebble
1007000712	high-level radioactive sediment
1007000728	hay compost
1007000760	inorganically contaminated sediment
1007000792	cryosol
1007000808	solonchak
1007000824	sphagnum bog
1007000840	organic waste
1007000904	bacon curing brine
1007000952	poly-beta-hydroxybutyrate enriched soil
1007001000	poultry deep litter
1007001016	air filter
1007001032	sea foam
1007001048	field soil
1007001064	muddy soil
1007001080	eucalyptus forest soil
1007001096	animal habitation
1007001112	aerosol
1007001320	marine abyssal zone biome
1007001336	neritic mesopelagic zone biome
1007001352	sea grass bed
1007001368	marine thermocline
1007001384	topographic upwelling front
1007001400	seasonal marine thermocline
1007001416	marine sponge reef biome
1007001432	animal matter fall
1007001448	organic material
1007001480	subtropical savanna biome
1007001512	anthropogenic terrestrial biome
1007001528	ultramafic lava
1007001544	textile
1007001592	coastal water body
1007001624	letter
1007000009	fourth-order administrative region
1007000041	waterfall
1007000057	fishpond
1007000073	aquaduct
1007000089	sea cliff
1007000105	undersea feature
1007000121	oil palm plantation
1007000137	demilitiarized zone
1007000153	anabranch
1007000169	blowhole
1007000185	hanging valley
1007000201	periglacial lake
1007000217	fumarole
1007000233	fen
1007000249	glacial valley
1007000265	seamount
1007000281	escarpment
1007000297	rice field
1007000313	sandur
1007000329	vadoze zone
1007000345	grain of desert sand
1007000361	national forest
1007000377	biosphere reserve
1007000393	sound
1007000409	whirlpool
1007000425	cold seep
1007000441	terracette
1007000457	plateau glacier
1007000473	gravel pit
1007000489	palsa
1007000505	underground irrigation canal
1007000521	rockfall
1007000537	boulder field
1007000553	multipurpose dam
1007000569	marine habitat
1007000601	mine drainage
1007000617	hypersaline water
1007000633	high osmolarity habitat
1007000649	sludge
1007000665	oil sludge
1007000681	anaerobic bioreactor
1007000697	cobble
1007000713	Superfund site
1007000761	anthropogenic contamination feature
1007000777	shop
1007000793	chernozem
1007000809	umbrisol
1007000825	thermocline
1007000841	air conditioning unit
1007000953	L-(+)-tartrate enriched soil
1007001001	sake brewery
1007001033	paddy field soil
1007001049	lawn soil
1007001065	orchard soil
1007001081	rubber plantation soil
1007001097	nest of ant
1007001113	emulsion
1007001321	marine hadal zone biome
1007001337	marine pelagic feature
1007001353	marine brine pool
1007001369	marine chemocline
1007001385	equatorial upwelling front
1007001401	marine cold-water sphere
1007001417	neritic supra-littoral zone
1007001433	whale fall
1007001449	biofilm material
1007001481	tropical savanna biome
1007001497	tropical
1007001513	tropical woodland biome
1007001529	basalt
1007001545	bedclothing
1007000016	ENVO:00000015
1007000016	oceanic
1007000016	oceans
1007000032	ENVO:00000031
1007000048	ENVO:00000047
1007000048	canopies
1007000064	ENVO:00000063
1007000064	water bodies
1007000080	ENVO:00000079
1007000080	flumal
1007000080	flumes
